"Data","Último","Abertura","Máxima","Mínima","Var%"
"05.03.2026","127,89","127,89","129,22","127,89","-0,11%"
"04.03.2026","128,03","128,03","128,03","126,56","-4,96%"
"03.03.2026","134,71","134,71","134,71","130,03","2,80%"
"02.03.2026","131,04","131,04","131,04","130,06","0,38%"
"27.02.2026","130,55","130,55","131,69","130,55","1,03%"
"26.02.2026","129,22","129,22","129,87","129,22","1,17%"
"25.02.2026","127,72","127,72","127,89","127,72","0,00%"
"24.02.2026","127,72","127,72","127,72","127,72","-0,13%"
"23.02.2026","127,88","127,88","127,88","127,87","-1,02%"
"20.02.2026","129,20","129,20","129,20","127,89","-0,39%"
"19.02.2026","129,71","129,71","130,20","129,71","0,39%"
"18.02.2026","129,21","129,21","129,21","128,72","0,12%"
"17.02.2026","129,05","129,05","129,05","129,04","1,43%"
"16.02.2026","127,22","127,22","128,05","127,22","-1,28%"
"13.02.2026","128,87","128,87","128,87","127,21","-0,52%"
"12.02.2026","129,54","129,54","132,52","129,54","0,64%"
"11.02.2026","128,71","128,71","129,22","128,71","0,65%"
"10.02.2026","127,89","127,89","128,37","127,89","1,58%"
"09.02.2026","125,89","125,89","126,72","125,89","-0,91%"
"06.02.2026","127,04","127,04","127,04","125,90","-1,17%"
"05.02.2026","128,55","128,55","129,02","128,55","0,78%"
"04.02.2026","127,55","127,55","128,05","127,55","0,27%"
"03.02.2026","127,21","127,21","127,72","127,21","-0,91%"
"02.02.2026","128,38","128,38","128,38","127,39","-0,51%"
"30.01.2026","129,04","129,04","129,37","129,04","-1,90%"
"29.01.2026","131,53","131,53","131,53","128,87","1,02%"
"28.01.2026","130,20","130,20","130,87","130,20","-0,13%"
"27.01.2026","130,37","130,37","130,37","130,20","-0,13%"
"26.01.2026","130,53","130,53","130,53","130,53","-0,38%"
"23.01.2026","131,03","131,03","131,03","130,70","-1,49%"
"22.01.2026","133,01","133,01","133,01","132,20","-1,59%"
"21.01.2026","135,17","135,17","135,17","133,68","-1,69%"
"20.01.2026","137,49","137,49","137,50","137,49","-0,18%"
"19.01.2026","137,75","137,75","138,24","137,75","1,03%"
"16.01.2026","136,34","136,34","136,76","136,34","-0,35%"
"15.01.2026","136,81","136,81","136,81","136,02","-2,16%"
"14.01.2026","139,83","139,83","139,83","139,14","1,57%"
"13.01.2026","137,66","137,66","138,32","137,66","0,49%"
"12.01.2026","136,99","136,99","137,34","136,99","-0,24%"
"09.01.2026","137,32","137,32","137,32","136,50","-0,84%"
"08.01.2026","138,49","138,49","138,49","138,33","0,35%"
"07.01.2026","138,01","138,01","139,49","138,01","0,98%"
"06.01.2026","136,66","136,66","136,68","136,66","-0,48%"
"05.01.2026","137,33","137,33","137,33","137,32","-0,35%"
"02.01.2026","137,81","137,81","137,81","137,66","-0,36%"
"01.01.2026","138,31","138,31","138,31","138,31","-0,01%"
"31.12.2025","138,32","138,32","138,32","138,32","0,00%"
"30.12.2025","138,32","138,32","138,32","138,32","-0,35%"
"29.12.2025","138,82","138,82","138,82","138,32","0,72%"
"26.12.2025","137,82","137,82","137,82","137,81","0,00%"
"25.12.2025","137,82","137,82","137,82","137,82","0,00%"
"24.12.2025","137,82","137,82","137,82","137,81","0,00%"
"23.12.2025","137,81","137,81","137,82","137,81","-0,23%"
"22.12.2025","138,13","138,13","138,48","138,13","-2,01%"
"19.12.2025","140,96","140,96","140,96","140,15","-0,83%"
"18.12.2025","142,15","142,15","142,29","142,15","1,89%"
"17.12.2025","139,51","139,51","141,48","139,51","3,21%"
"16.12.2025","135,17","135,17","135,83","135,17","-0,12%"
"15.12.2025","135,33","135,33","135,33","134,50","-1,33%"
"12.12.2025","137,15","137,15","137,15","136,00","-2,38%"
"11.12.2025","140,48","140,48","140,48","138,48","-1,27%"
"10.12.2025","142,30","142,30","142,30","140,30","-0,36%"
"09.12.2025","142,81","142,81","142,81","142,64","0,02%"
"08.12.2025","142,78","142,78","142,78","142,48","5,51%"
"05.12.2025","135,33","135,33","144,13","135,33","-0,62%"
"04.12.2025","136,17","136,17","136,17","136,17","-0,71%"
"03.12.2025","137,15","137,15","137,15","134,83","-2,25%"
"02.12.2025","140,30","140,30","140,30","139,30","-1,06%"
"01.12.2025","141,80","141,80","141,80","140,98","0,70%"
"28.11.2025","140,81","140,81","141,14","140,81","-0,12%"
"27.11.2025","140,97","140,97","140,97","140,97","-0,69%"
"26.11.2025","141,96","141,96","141,96","141,14","-1,72%"
"25.11.2025","144,45","144,45","144,45","143,28","-1,01%"
"24.11.2025","145,92","145,92","145,92","143,95","0,09%"
"21.11.2025","145,79","145,79","146,41","145,79","3,07%"
"20.11.2025","141,45","141,45","145,44","141,45","-1,95%"
"19.11.2025","144,27","144,27","144,27","143,45","-0,25%"
"18.11.2025","144,63","144,63","145,09","144,63","2,37%"
"17.11.2025","141,28","141,28","142,96","141,28","-0,71%"
"14.11.2025","142,29","142,29","142,29","141,62","1,42%"
"13.11.2025","140,30","140,30","141,63","140,30","0,24%"
"12.11.2025","139,96","139,96","141,13","139,96","-0,58%"
"11.11.2025","140,78","140,78","140,78","140,45","-1,59%"
"10.11.2025","143,05","143,05","143,05","140,64","-2,08%"
"07.11.2025","146,09","146,09","146,09","146,05","2,00%"
"06.11.2025","143,23","143,23","144,24","143,23","2,10%"
"05.11.2025","140,28","140,28","140,56","140,28","-0,37%"
"04.11.2025","140,81","140,81","141,78","140,81","1,56%"
"03.11.2025","138,64","138,64","138,64","138,64","0,12%"
"31.10.2025","138,47","138,47","138,64","138,47","-0,14%"
"30.10.2025","138,67","138,67","138,80","138,67","1,24%"
"29.10.2025","136,97","136,97","138,00","136,97","0,23%"
"28.10.2025","136,65","136,65","136,81","136,65","-0,70%"
"27.10.2025","137,61","137,61","137,61","135,15","-4,63%"
"24.10.2025","144,29","144,29","144,29","143,44","-0,88%"
"23.10.2025","145,57","145,57","145,57","144,28","-0,80%"
"22.10.2025","146,74","143,12","146,74","143,12","4,60%"
"21.10.2025","140,29","140,76","140,76","140,29","-1,85%"
"20.10.2025","142,93","145,09","145,09","142,93","-2,61%"
"17.10.2025","146,76","147,38","147,38","146,76","-1,20%"
"16.10.2025","148,54","144,76","148,54","144,76","2,38%"
"15.10.2025","145,10","147,19","147,19","145,10","-4,56%"
"14.10.2025","152,02","155,66","155,66","152,02","-4,79%"
"13.10.2025","159,67","159,63","159,67","159,63","0,24%"
"10.10.2025","159,29","150,46","159,29","150,46","11,69%"
"09.10.2025","142,63","140,65","142,63","140,65","3,24%"
"08.10.2025","138,15","136,32","138,15","136,32","2,09%"
"07.10.2025","135,32","134,99","135,32","134,99","1,18%"
"06.10.2025","133,74","134,16","134,16","133,74","-0,56%"
"03.10.2025","134,50","135,31","135,31","134,50","-0,85%"
"02.10.2025","135,65","135,63","135,65","135,63","0,38%"
"01.10.2025","135,13","135,81","135,81","135,13","-0,50%"
"30.09.2025","135,81","136,30","136,30","135,81","-0,24%"
"29.09.2025","136,14","137,14","137,14","136,14","-1,21%"
"26.09.2025","137,80","137,17","137,80","137,17","0,47%"
"25.09.2025","137,17","136,17","137,17","136,17","1,86%"
"24.09.2025","134,67","134,82","134,82","134,67","-0,11%"
"23.09.2025","134,82","135,32","135,32","134,82","-1,46%"
"22.09.2025","136,82","134,05","136,82","134,05","8,40%"
"19.09.2025","126,22","126,22","126,22","126,22","0,26%"
"18.09.2025","125,89","125,89","125,89","125,89","-0,40%"
"17.09.2025","126,39","127,36","127,36","126,39","-1,53%"
"16.09.2025","128,36","129,69","129,69","128,36","-1,28%"
"15.09.2025","130,02","130,85","130,85","130,02","-1,88%"
"12.09.2025","132,52","131,53","132,52","131,53","2,57%"
"11.09.2025","129,19","130,17","130,17","129,19","-3,35%"
"10.09.2025","133,67","135,17","135,17","133,67","-3,02%"
"09.09.2025","137,83","137,83","137,83","137,83","0,74%"
"08.09.2025","136,81","136,47","136,81","136,47","0,13%"
"05.09.2025","136,64","136,48","136,64","136,48","-0,12%"
"04.09.2025","136,81","137,31","137,31","136,81","-0,84%"
"03.09.2025","137,97","138,48","138,48","137,97","-1,08%"
"02.09.2025","139,48","138,82","139,48","138,82","2,07%"
"01.09.2025","136,66","136,65","136,66","136,65","-0,12%"
"29.08.2025","136,82","136,49","136,82","136,49","1,00%"
"28.08.2025","135,47","138,88","138,88","135,47","-2,48%"
"27.08.2025","138,91","138,91","139,86","138,91","-0,69%"
"26.08.2025","139,88","138,95","139,88","138,95","0,67%"
"25.08.2025","138,95","138,83","138,95","138,83","0,45%"
"22.08.2025","138,33","141,42","141,42","138,33","-2,19%"
"21.08.2025","141,43","140,38","141,43","140,38","-0,29%"
"20.08.2025","141,84","138,89","141,84","138,89","2,12%"
"19.08.2025","138,89","137,94","138,89","137,94","0,68%"
"18.08.2025","137,95","136,47","137,95","136,47","1,10%"
"15.08.2025","136,45","136,49","136,49","136,45","-0,02%"
"14.08.2025","136,48","133,94","136,48","133,94","1,90%"
"13.08.2025","133,94","135,93","135,93","133,94","-2,18%"
"12.08.2025","136,92","138,91","138,91","136,92","-1,08%"
"11.08.2025","138,41","141,42","141,42","138,41","-2,12%"
"08.08.2025","141,41","144,83","144,83","141,41","-2,36%"
"07.08.2025","144,83","148,77","148,77","144,83","-2,97%"
"06.08.2025","149,26","151,72","151,72","149,26","-0,99%"
"05.08.2025","150,75","149,26","150,75","149,26","1,00%"
"04.08.2025","149,26","152,89","152,89","149,26","-1,78%"
"01.08.2025","151,97","148,24","151,97","148,24","2,86%"
"31.07.2025","147,75","150,26","150,26","147,75","-1,67%"
"30.07.2025","150,26","148,20","150,26","148,20","0,70%"
"29.07.2025","149,21","147,28","149,21","147,28","1,32%"
"28.07.2025","147,26","147,28","147,28","147,26","-0,01%"
"25.07.2025","147,28","144,83","147,28","144,83","1,69%"
"24.07.2025","144,83","147,32","147,32","144,83","-1,69%"
"23.07.2025","147,32","147,23","147,32","147,23","0,06%"
"22.07.2025","147,23","145,76","147,23","145,76","1,01%"
"21.07.2025","145,76","145,75","145,76","145,75","0,01%"
"18.07.2025","145,75","147,78","147,78","145,75","-1,37%"
"17.07.2025","147,78","150,15","150,15","147,78","-1,58%"
"16.07.2025","150,15","147,82","150,15","147,82","1,58%"
"15.07.2025","147,82","147,76","147,82","147,76","0,04%"
"14.07.2025","147,76","147,78","147,78","147,76","-0,01%"
"11.07.2025","147,78","147,76","147,78","147,76","0,01%"
"10.07.2025","147,76","141,30","147,76","141,30","4,57%"
"09.07.2025","141,30","144,81","144,81","141,30","-2,42%"
"08.07.2025","144,81","143,81","144,81","143,81","0,70%"
"07.07.2025","143,81","139,37","143,81","139,37","3,19%"
"04.07.2025","139,37","139,43","139,43","139,37","-0,04%"
"03.07.2025","139,43","144,79","144,79","139,43","-3,70%"
"02.07.2025","144,79","145,31","145,31","144,79","-0,36%"
"01.07.2025","145,31","147,70","147,70","145,31","-1,62%"
"30.06.2025","147,70","151,19","151,19","147,70","-2,31%"
"27.06.2025","151,19","152,09","152,09","151,19","-0,59%"
"26.06.2025","152,09","150,67","152,09","150,67","0,92%"
"25.06.2025","150,70","149,64","150,70","149,64","0,67%"
"24.06.2025","149,69","155,00","155,00","149,69","-3,73%"
"23.06.2025","155,49","156,55","156,55","155,49","-0,68%"
"20.06.2025","156,55","158,04","158,04","156,55","-0,94%"
"19.06.2025","158,04","156,08","158,04","156,08","1,26%"
"18.06.2025","156,08","151,60","156,08","151,60","2,96%"
"17.06.2025","151,60","151,20","151,60","151,20","0,26%"
"16.06.2025","151,20","152,18","152,18","151,20","-0,64%"
"13.06.2025","152,18","149,62","152,18","149,62","1,71%"
"12.06.2025","149,62","151,06","151,06","149,62","-0,95%"
"11.06.2025","151,06","154,58","154,58","151,06","-2,28%"
"10.06.2025","154,58","155,51","155,51","154,58","-0,60%"
"09.06.2025","155,51","157,19","157,19","155,51","-1,10%"
"06.06.2025","157,24","160,06","160,06","157,24","-1,76%"
"05.06.2025","160,06","156,44","160,06","156,44","2,31%"
"04.06.2025","156,44","155,10","156,44","155,10","0,86%"
"03.06.2025","155,10","157,10","157,10","155,10","-1,27%"
"02.06.2025","157,10","160,44","160,44","157,10","-2,08%"
"30.05.2025","160,44","161,39","161,39","160,44","-0,59%"
"29.05.2025","161,39","163,03","163,03","161,39","-1,01%"
"28.05.2025","163,03","162,94","163,03","162,94","0,06%"
"27.05.2025","162,94","168,86","168,86","162,94","-3,51%"
"26.05.2025","168,86","168,78","168,86","168,78","0,05%"
"23.05.2025","168,78","167,82","168,78","167,82","0,57%"
"22.05.2025","167,82","164,99","167,82","164,99","1,72%"
"21.05.2025","164,99","161,49","164,99","161,49","2,17%"
"20.05.2025","161,49","165,37","165,37","161,49","-2,35%"
"19.05.2025","165,37","164,93","165,37","164,93","0,27%"
"16.05.2025","164,93","164,77","164,93","164,77","0,10%"
"15.05.2025","164,77","162,50","164,77","162,50","1,40%"
"14.05.2025","162,50","161,97","162,50","161,97","0,33%"
"13.05.2025","161,97","163,10","163,10","161,97","-0,69%"
"12.05.2025","163,10","177,11","177,11","163,10","-7,89%"
"09.05.2025","177,07","177,84","177,84","177,07","-0,43%"
"08.05.2025","177,84","177,59","177,84","177,59","0,12%"
"07.05.2025","177,63","179,96","179,96","177,63","-1,31%"
"06.05.2025","179,98","179,59","179,98","179,59","0,23%"
"05.05.2025","179,57","179,81","179,81","179,57","-0,11%"
"02.05.2025","179,77","182,18","182,18","179,77","-1,28%"
"01.05.2025","182,10","181,91","182,10","181,91","0,10%"
"30.04.2025","181,91","180,45","181,91","180,45","0,81%"
"29.04.2025","180,45","183,37","183,37","180,45","-1,10%"
"28.04.2025","182,46","181,48","182,46","181,48","-0,02%"
"25.04.2025","182,49","182,36","182,49","182,36","-1,27%"
"24.04.2025","184,83","191,41","191,41","184,83","-3,39%"
"23.04.2025","191,31","198,19","198,19","191,31","-3,47%"
"22.04.2025","198,19","194,07","198,19","194,07","2,14%"
"21.04.2025","194,03","194,16","194,16","194,03","-0,07%"
"18.04.2025","194,16","194,17","194,17","194,16","-0,01%"
"17.04.2025","194,17","198,93","198,93","194,17","-2,39%"
"16.04.2025","198,93","191,18","198,93","191,18","4,05%"
"15.04.2025","191,18","192,94","192,94","191,18","-0,91%"
"14.04.2025","192,94","198,35","198,35","192,94","-2,73%"
"11.04.2025","198,35","197,98","198,35","197,98","0,19%"
"10.04.2025","197,98","185,90","197,98","185,90","6,50%"
"09.04.2025","185,90","210,58","210,58","185,90","-11,72%"
"08.04.2025","210,58","200,24","210,58","200,24","5,16%"
"07.04.2025","200,24","199,82","200,24","199,82","0,26%"
"04.04.2025","199,72","188,78","199,72","188,78","5,80%"
"03.04.2025","188,78","184,04","188,78","184,04","2,58%"
"02.04.2025","184,04","182,86","184,04","182,86","0,65%"
"01.04.2025","182,86","188,36","188,36","182,86","-2,92%"
"31.03.2025","188,36","185,17","188,36","185,17","1,72%"
"28.03.2025","185,17","180,98","185,17","180,98","2,32%"
"27.03.2025","180,98","181,99","181,99","180,98","-0,55%"
"26.03.2025","181,99","179,45","181,99","179,45","1,42%"
"25.03.2025","179,45","182,63","182,63","179,45","-1,74%"
"24.03.2025","182,63","190,23","190,23","182,63","-4,00%"
"21.03.2025","190,23","189,73","190,23","189,73","0,26%"
"20.03.2025","189,73","183,87","189,73","183,87","13,35%"
"19.03.2025","167,39","170,39","170,39","167,39","-1,76%"
"18.03.2025","170,39","174,88","174,88","170,39","-2,57%"
"17.03.2025","174,88","173,96","174,88","173,96","0,53%"
"14.03.2025","173,96","178,20","178,20","173,96","-2,38%"
"13.03.2025","178,20","174,93","178,20","174,93","1,87%"
"12.03.2025","174,93","178,33","178,33","174,93","-1,91%"
"11.03.2025","178,33","178,08","178,33","178,08","0,14%"
"10.03.2025","178,08","173,92","178,08","173,92","2,47%"
"07.03.2025","173,79","173,78","173,79","173,78","-0,02%"
"06.03.2025","173,83","178,91","178,91","173,83","-2,76%"
"05.03.2025","178,77","184,16","184,16","178,77","-2,89%"
"04.03.2025","184,09","179,25","184,09","179,25","3,34%"
"03.03.2025","178,14","178,14","179,29","178,14","1,05%"
"28.02.2025","176,29","176,29","176,29","175,69","3,19%"
"27.02.2025","170,84","170,84","173,37","170,84","0,05%"
"26.02.2025","170,75","170,75","170,75","170,43","0,22%"
"25.02.2025","170,37","170,37","171,72","170,37","1,24%"
"24.02.2025","168,29","168,29","170,37","168,29","2,32%"
"21.02.2025","164,47","164,47","168,29","164,47","0,01%"
"20.02.2025","164,46","164,46","164,46","163,98","0,54%"
"19.02.2025","163,57","163,57","164,46","163,57","-1,42%"
"18.02.2025","165,93","165,93","165,93","163,56","0,06%"
"17.02.2025","165,83","165,83","165,93","165,83","-1,17%"
"14.02.2025","167,79","167,79","167,79","165,82","-0,15%"
"13.02.2025","168,05","168,05","168,05","167,79","-2,21%"
"12.02.2025","171,85","171,85","171,85","170,53","0,03%"
"11.02.2025","171,80","171,80","171,86","171,80","0,51%"
"10.02.2025","170,93","170,93","171,76","170,93","-1,09%"
"07.02.2025","172,82","172,82","172,82","171,43","0,09%"
"06.02.2025","172,67","172,67","172,82","172,67","0,82%"
"05.02.2025","171,26","171,26","172,67","171,26","-3,40%"
"04.02.2025","177,28","177,28","177,28","171,26","1,43%"
"03.02.2025","174,78","174,78","177,28","174,78","-1,34%"
"31.01.2025","177,15","177,15","177,15","175,72","-0,08%"
"30.01.2025","177,29","177,29","177,29","177,18","-0,79%"
"29.01.2025","178,71","178,71","178,71","176,25","-0,45%"
"28.01.2025","179,51","179,51","179,51","178,73","3,33%"
"27.01.2025","173,72","173,72","179,53","173,72","0,53%"
"24.01.2025","172,80","172,80","173,69","172,80","-1,42%"
"23.01.2025","175,29","175,29","175,29","174,26","-3,46%"
"22.01.2025","181,57","181,57","181,57","176,76","0,54%"
"21.01.2025","180,59","180,59","181,56","180,59","-2,91%"
"20.01.2025","186,00","186,00","186,00","180,59","-0,72%"
"17.01.2025","187,34","187,34","187,34","186,01","0,61%"
"16.01.2025","186,20","186,20","187,33","186,20","-3,17%"
"15.01.2025","192,29","192,29","192,29","187,21","-1,04%"
"14.01.2025","194,32","194,32","194,32","192,30","-1,61%"
"13.01.2025","197,49","197,49","197,49","196,74","4,56%"
"10.01.2025","188,88","188,88","197,49","188,88","-2,01%"
"09.01.2025","192,75","192,75","192,75","188,88","2,27%"
"08.01.2025","188,48","188,48","190,79","188,48","-2,01%"
"07.01.2025","192,35","192,35","192,35","187,49","-3,42%"
"06.01.2025","199,17","199,17","199,17","192,32","-4,68%"
"03.01.2025","208,95","208,95","208,95","199,12","-2,53%"
"02.01.2025","214,38","214,38","214,38","198,32","0,03%"
"01.01.2025","214,31","214,31","214,38","214,31","0,07%"
"31.12.2024","214,17","214,17","214,31","214,17","4,46%"
"30.12.2024","205,02","205,02","214,17","205,02","3,42%"
"27.12.2024","198,24","198,24","205,02","198,24","0,00%"
"26.12.2024","198,24","198,24","198,24","198,24","-0,03%"
"25.12.2024","198,30","198,30","198,30","198,24","-0,03%"
"24.12.2024","198,35","198,35","198,35","198,30","-0,89%"
"23.12.2024","200,14","200,14","200,14","198,32","-3,80%"
"20.12.2024","208,05","208,05","208,05","200,14","-4,63%"
"19.12.2024","218,14","218,14","218,14","208,05","16,64%"
"18.12.2024","187,02","187,02","218,20","187,02","3,53%"
"17.12.2024","180,65","180,65","187,02","180,65","4,77%"
"16.12.2024","172,43","172,43","180,65","172,43","3,56%"
"13.12.2024","166,50","166,50","172,43","166,50","2,12%"
"12.12.2024","163,04","163,04","166,50","163,04","-3,49%"
"11.12.2024","168,94","168,94","168,94","163,04","-2,27%"
"10.12.2024","172,87","172,87","172,87","168,94","3,90%"
"09.12.2024","166,38","166,38","172,87","166,38","1,16%"
"06.12.2024","164,48","164,48","166,38","164,48","-1,99%"
"05.12.2024","167,82","167,82","167,82","164,48","-1,78%"
"04.12.2024","170,86","170,86","170,86","167,82","1,15%"
"03.12.2024","168,91","168,91","170,86","168,91","4,61%"
"02.12.2024","161,46","161,46","168,91","161,46","-0,04%"
"29.11.2024","161,52","161,52","161,52","161,46","2,24%"
"28.11.2024","157,98","161,52","161,52","161,52","2,46%"
"27.11.2024","154,19","154,19","157,98","154,19","0,76%"
"26.11.2024","153,02","153,02","154,17","153,02","-1,37%"
"25.11.2024","155,14","155,14","155,14","153,02","0,63%"
"22.11.2024","154,17","154,17","155,14","154,17","-1,26%"
"21.11.2024","156,14","156,14","156,14","155,12","-1,20%"
"20.11.2024","158,03","158,03","158,03","156,12","-3,24%"
"19.11.2024","163,32","163,32","163,32","159,50","-1,81%"
"18.11.2024","166,33","166,33","166,33","162,92","3,00%"
"15.11.2024","161,49","161,49","164,83","161,49","1,28%"
"14.11.2024","159,45","159,45","161,45","159,45","-0,74%"
"13.11.2024","160,64","160,64","160,64","159,45","4,66%"
"12.11.2024","153,49","153,49","160,64","153,49","0,01%"
"11.11.2024","153,47","153,47","153,47","153,47","0,02%"
"08.11.2024","153,44","153,44","155,15","153,44","-1,06%"
"07.11.2024","155,08","155,08","155,08","154,00","-6,03%"
"06.11.2024","165,03","165,03","165,03","155,24","0,07%"
"05.11.2024","164,91","164,91","164,95","164,91","2,49%"
"04.11.2024","160,90","160,90","164,84","160,90","2,11%"
"01.11.2024","157,57","157,57","157,57","155,39","2,19%"
"31.10.2024","154,19","154,19","155,34","154,19","0,40%"
"30.10.2024","153,58","153,58","154,19","153,58","-2,23%"
"29.10.2024","157,09","157,09","157,09","153,58","0,00%"
"28.10.2024","157,09","157,09","157,09","155,13","0,04%"
"25.10.2024","157,02","157,02","157,09","157,02","-1,29%"
"24.10.2024","159,07","159,07","159,07","157,02","1,91%"
"23.10.2024","156,09","156,09","159,07","156,09","1,19%"
"22.10.2024","154,25","154,25","156,09","154,25","2,73%"
"21.10.2024","150,15","150,15","154,23","150,15","-0,71%"
